2024-10-10 13:53:09,179 - my_logger - DEBUG - Rank 4: R0 :t0, hTrue; R1 :t0, hTrue; R2 :t0, hTrue; R3 :t0, hTrue; R4 :t1, hTrue; R5 :t0, hTrue; R6 :t0, hTrue; R7 :t0, hTrue; R8 :t0, hTrue; R9 :t0, hTrue; R10 :t0, hTrue; R11 :t0, hTrue; R12 :t0, hTrue; R13 :t0, hTrue; R14 :t0, hTrue; R15 :t0, hTrue; identity : 1 currentTerm : 0 votedFor : None leader_rank : 0 election_period : -1  , 
2024-10-10 13:53:11,377 - my_logger - DEBUG - Rank 4: R0 :t12, hTrue; R1 :t20, hTrue; R2 :t0, hTrue; R3 :t0, hTrue; R4 :t50, hTrue; R5 :t0, hTrue; R6 :t0, hTrue; R7 :t27, hTrue; R8 :t27, hTrue; R9 :t0, hTrue; R10 :t27, hTrue; R11 :t0, hTrue; R12 :t27, hTrue; R13 :t27, hTrue; R14 :t27, hTrue; R15 :t0, hTrue; identity : 1 currentTerm : 0 votedFor : None leader_rank : 0 election_period : -1  , 
2024-10-10 13:53:13,580 - my_logger - DEBUG - Rank 4: R0 :t27, hTrue; R1 :t88, hTrue; R2 :t0, hTrue; R3 :t0, hTrue; R4 :t99, hTrue; R5 :t27, hTrue; R6 :t0, hTrue; R7 :t88, hTrue; R8 :t88, hTrue; R9 :t27, hTrue; R10 :t88, hTrue; R11 :t0, hTrue; R12 :t101, hTrue; R13 :t88, hTrue; R14 :t101, hTrue; R15 :t0, hTrue; identity : 1 currentTerm : 0 votedFor : None leader_rank : 0 election_period : -1  , 
2024-10-10 13:53:15,818 - my_logger - DEBUG - Rank 4: R0 :t51, hTrue; R1 :t101, hTrue; R2 :t20, hTrue; R3 :t0, hTrue; R4 :t148, hTrue; R5 :t64, hTrue; R6 :t12, hTrue; R7 :t101, hTrue; R8 :t101, hTrue; R9 :t88, hTrue; R10 :t101, hTrue; R11 :t20, hTrue; R12 :t138, hTrue; R13 :t101, hTrue; R14 :t138, hTrue; R15 :t12, hTrue; identity : 1 currentTerm : 0 votedFor : None leader_rank : 0 election_period : -1  , 
2024-10-10 13:53:18,056 - my_logger - DEBUG - Rank 4: R0 :t88, hTrue; R1 :t125, hTrue; R2 :t51, hTrue; R3 :t20, hTrue; R4 :t197, hTrue; R5 :t125, hTrue; R6 :t51, hTrue; R7 :t138, hTrue; R8 :t175, hTrue; R9 :t138, hTrue; R10 :t138, hTrue; R11 :t27, hTrue; R12 :t175, hTrue; R13 :t162, hTrue; R14 :t199, hTrue; R15 :t27, hTrue; identity : 1 currentTerm : 0 votedFor : None leader_rank : 0 election_period : -1  , 
2024-10-10 13:53:20,691 - my_logger - DEBUG - Rank 4: R0 :t125, hTrue; R1 :t175, hTrue; R2 :t88, hTrue; R3 :t64, hTrue; R4 :t246, hTrue; R5 :t175, hTrue; R6 :t101, hTrue; R7 :t236, hTrue; R8 :t236, hTrue; R9 :t175, hTrue; R10 :t236, hTrue; R11 :t88, hTrue; R12 :t249, hTrue; R13 :t236, hTrue; R14 :t249, hTrue; R15 :t88, hTrue; identity : 1 currentTerm : 0 votedFor : None leader_rank : 0 election_period : -1  , 
2024-10-10 13:53:23,247 - my_logger - DEBUG - Rank 4: R0 :t175, hTrue; R1 :t212, hTrue; R2 :t125, hTrue; R3 :t101, hTrue; R4 :t295, hTrue; R5 :t236, hTrue; R6 :t162, hTrue; R7 :t286, hTrue; R8 :t286, hTrue; R9 :t236, hTrue; R10 :t286, hTrue; R11 :t138, hTrue; R12 :t286, hTrue; R13 :t286, hTrue; R14 :t310, hTrue; R15 :t138, hTrue; identity : 1 currentTerm : 0 votedFor : None leader_rank : 0 election_period : -1  , 
2024-10-10 13:53:25,831 - my_logger - DEBUG - Rank 4: R0 :t212, hTrue; R1 :t236, hTrue; R2 :t138, hTrue; R3 :t138, hTrue; R4 :t344, hTrue; R5 :t286, hTrue; R6 :t199, hTrue; R7 :t323, hTrue; R8 :t323, hTrue; R9 :t286, hTrue; R10 :t323, hTrue; R11 :t175, hTrue; R12 :t347, hTrue; R13 :t323, hTrue; R14 :t360, hTrue; R15 :t175, hTrue; identity : 1 currentTerm : 0 votedFor : None leader_rank : 0 election_period : -1  , 
2024-10-10 13:53:28,474 - my_logger - DEBUG - Rank 4: R0 :t249, hTrue; R1 :t286, hTrue; R2 :t175, hTrue; R3 :t212, hTrue; R4 :t393, hTrue; R5 :t323, hTrue; R6 :t249, hTrue; R7 :t384, hTrue; R8 :t384, hTrue; R9 :t323, hTrue; R10 :t384, hTrue; R11 :t236, hTrue; R12 :t397, hTrue; R13 :t384, hTrue; R14 :t397, hTrue; R15 :t236, hTrue; identity : 1 currentTerm : 0 votedFor : None leader_rank : 0 election_period : -1  , 
2024-10-10 13:53:31,057 - my_logger - DEBUG - Rank 4: R0 :t273, hTrue; R1 :t310, hTrue; R2 :t199, hTrue; R3 :t236, hTrue; R4 :t442, hTrue; R5 :t360, hTrue; R6 :t286, hTrue; R7 :t434, hTrue; R8 :t397, hTrue; R9 :t384, hTrue; R10 :t397, hTrue; R11 :t286, hTrue; R12 :t434, hTrue; R13 :t434, hTrue; R14 :t458, hTrue; R15 :t286, hTrue; identity : 1 currentTerm : 0 votedFor : None leader_rank : 0 election_period : -1  , 
2024-10-10 13:53:33,599 - my_logger - DEBUG - Rank 4: R0 :t286, hTrue; R1 :t323, hTrue; R2 :t236, hFalse; R3 :t273, hTrue; R4 :t491, hTrue; R5 :t397, hTrue; R6 :t323, hTrue; R7 :t471, hTrue; R8 :t471, hTrue; R9 :t434, hTrue; R10 :t458, hTrue; R11 :t323, hTrue; R12 :t495, hTrue; R13 :t471, hTrue; R14 :t508, hTrue; R15 :t323, hTrue; identity : 1 currentTerm : 0 votedFor : None leader_rank : 0 election_period : -1  , get new assignment1: {'model.conv1': {'A': 12, 'G': 12}, 'model.layer1.0.conv1': {'A': 13, 'G': 13}, 'model.layer1.0.conv2': {'A': 14, 'G': 14}, 'model.layer1.1.conv1': {'A': 15, 'G': 15}, 'model.layer1.1.conv2': {'A': 13, 'G': 13}, 'model.layer2.0.conv1': {'A': 12, 'G': 12}, 'model.layer2.0.conv2': {'A': 9, 'G': 9}, 'model.layer2.0.downsample.0': {'A': 12, 'G': 12}, 'model.layer2.1.conv1': {'A': 10, 'G': 10}, 'model.layer2.1.conv2': {'A': 11, 'G': 11}, 'model.layer3.0.conv1': {'A': 8, 'G': 8}, 'model.layer3.0.conv2': {'A': 5, 'G': 5}, 'model.layer3.0.downsample.0': {'A': 12, 'G': 12}, 'model.layer3.1.conv1': {'A': 6, 'G': 6}, 'model.layer3.1.conv2': {'A': 7, 'G': 7}, 'model.layer4.0.conv1': {'A': 4, 'G': 4}, 'model.layer4.0.conv2': {'A': 0, 'G': 0}, 'model.layer4.0.downsample.0': {'A': 14, 'G': 14}, 'model.layer4.1.conv1': {'A': 1, 'G': 1}, 'model.layer4.1.conv2': {'A': 3, 'G': 3}, 'model.fc': {'A': 15, 'G': 15}} from leader 0 update health_nodes [0, 1, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15] 
