2024-10-10 13:53:11,067 - my_logger - DEBUG - Rank 0: R0 :t1, hTrue; R1 :t20, hTrue; R2 :t0, hTrue; R3 :t0, hTrue; R4 :t27, hTrue; R5 :t0, hTrue; R6 :t0, hTrue; R7 :t27, hTrue; R8 :t27, hTrue; R9 :t0, hTrue; R10 :t27, hTrue; R11 :t0, hTrue; R12 :t27, hTrue; R13 :t27, hTrue; R14 :t27, hTrue; R15 :t0, hTrue; identity : 0 currentTerm : 0 votedFor : None leader_rank : 0 election_period : -1  , 
2024-10-10 13:53:13,709 - my_logger - DEBUG - Rank 0: R0 :t50, hTrue; R1 :t88, hTrue; R2 :t0, hTrue; R3 :t0, hTrue; R4 :t101, hTrue; R5 :t51, hTrue; R6 :t0, hTrue; R7 :t88, hTrue; R8 :t88, hTrue; R9 :t51, hTrue; R10 :t88, hTrue; R11 :t0, hTrue; R12 :t101, hTrue; R13 :t88, hTrue; R14 :t101, hTrue; R15 :t0, hTrue; identity : 0 currentTerm : 0 votedFor : None leader_rank : 0 election_period : -1  , 
2024-10-10 13:53:16,421 - my_logger - DEBUG - Rank 0: R0 :t99, hTrue; R1 :t125, hTrue; R2 :t20, hTrue; R3 :t0, hTrue; R4 :t138, hTrue; R5 :t88, hTrue; R6 :t20, hTrue; R7 :t101, hTrue; R8 :t125, hTrue; R9 :t88, hTrue; R10 :t101, hTrue; R11 :t20, hTrue; R12 :t162, hTrue; R13 :t125, hTrue; R14 :t162, hTrue; R15 :t20, hTrue; identity : 0 currentTerm : 0 votedFor : None leader_rank : 0 election_period : -1  , 
2024-10-10 13:53:18,947 - my_logger - DEBUG - Rank 0: R0 :t148, hTrue; R1 :t125, hTrue; R2 :t51, hTrue; R3 :t20, hTrue; R4 :t175, hTrue; R5 :t138, hTrue; R6 :t64, hTrue; R7 :t175, hTrue; R8 :t175, hTrue; R9 :t175, hTrue; R10 :t162, hTrue; R11 :t51, hTrue; R12 :t236, hTrue; R13 :t175, hTrue; R14 :t236, hTrue; R15 :t51, hTrue; identity : 0 currentTerm : 0 votedFor : None leader_rank : 0 election_period : -1  , 
2024-10-10 13:53:21,764 - my_logger - DEBUG - Rank 0: R0 :t197, hTrue; R1 :t199, hTrue; R2 :t88, hTrue; R3 :t64, hTrue; R4 :t236, hTrue; R5 :t199, hTrue; R6 :t125, hTrue; R7 :t249, hTrue; R8 :t236, hTrue; R9 :t212, hTrue; R10 :t236, hTrue; R11 :t101, hTrue; R12 :t273, hTrue; R13 :t273, hTrue; R14 :t273, hTrue; R15 :t125, hTrue; identity : 0 currentTerm : 0 votedFor : None leader_rank : 0 election_period : -1  , 
2024-10-10 13:53:24,803 - my_logger - DEBUG - Rank 0: R0 :t246, hTrue; R1 :t236, hTrue; R2 :t125, hTrue; R3 :t125, hTrue; R4 :t310, hTrue; R5 :t273, hTrue; R6 :t175, hTrue; R7 :t310, hTrue; R8 :t286, hTrue; R9 :t273, hTrue; R10 :t286, hTrue; R11 :t162, hTrue; R12 :t323, hTrue; R13 :t310, hTrue; R14 :t323, hTrue; R15 :t162, hTrue; identity : 0 currentTerm : 0 votedFor : None leader_rank : 0 election_period : -1  , 
2024-10-10 13:53:26,055 - my_logger - DEBUG - Rank 0: R0 :t290, hTrue; R1 :t236, hTrue; R2 :t138, hTrue; R3 :t162, hTrue; R4 :t323, hTrue; R5 :t286, hTrue; R6 :t199, hTrue; R7 :t323, hTrue; R8 :t323, hTrue; R9 :t286, hTrue; R10 :t323, hTrue; R11 :t175, hTrue; R12 :t347, hTrue; R13 :t347, hTrue; R14 :t347, hTrue; R15 :t175, hTrue; identity : 0 currentTerm : 0 votedFor : None leader_rank : 0 election_period : -1  , find slow nodes [] and health nodes [0, 1, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]
2024-10-10 13:53:26,055 - my_logger - DEBUG - Rank 0: R0 :t290, hTrue; R1 :t236, hTrue; R2 :t138, hTrue; R3 :t162, hTrue; R4 :t323, hTrue; R5 :t286, hTrue; R6 :t199, hTrue; R7 :t323, hTrue; R8 :t323, hTrue; R9 :t286, hTrue; R10 :t323, hTrue; R11 :t175, hTrue; R12 :t347, hTrue; R13 :t347, hTrue; R14 :t347, hTrue; R15 :t175, hTrue; identity : 0 currentTerm : 0 votedFor : None leader_rank : 0 election_period : -1  , update reassign_task_reserve_health_nodes {0, 1, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15}
2024-10-10 13:53:26,056 - my_logger - DEBUG - Rank 0: R0 :t290, hTrue; R1 :t236, hTrue; R2 :t138, hFalse; R3 :t162, hTrue; R4 :t323, hTrue; R5 :t286, hTrue; R6 :t199, hTrue; R7 :t323, hTrue; R8 :t323, hTrue; R9 :t286, hTrue; R10 :t323, hTrue; R11 :t175, hTrue; R12 :t347, hTrue; R13 :t347, hTrue; R14 :t347, hTrue; R15 :t175, hTrue; identity : 0 currentTerm : 0 votedFor : None leader_rank : 0 election_period : -1  , computation efficiency: {0: 4846806142956.438, 1: 4846806142956.438, 3: 4846806142956.438, 4: 4846806142956.438, 5: 4846806142956.438, 6: 4846806142956.438, 7: 4846806142956.438, 8: 4846806142956.438, 9: 4846806142956.438, 10: 4846806142956.438, 11: 4846806142956.438, 12: 4846806142956.438, 13: 4846806142956.438, 14: 4846806142956.438, 15: 4846806142956.438}
2024-10-10 13:53:26,265 - my_logger - DEBUG - Rank 0: R0 :t290, hTrue; R1 :t236, hTrue; R2 :t138, hFalse; R3 :t162, hTrue; R4 :t347, hTrue; R5 :t286, hTrue; R6 :t199, hTrue; R7 :t323, hTrue; R8 :t323, hTrue; R9 :t286, hTrue; R10 :t323, hTrue; R11 :t175, hTrue; R12 :t347, hTrue; R13 :t347, hTrue; R14 :t384, hTrue; R15 :t175, hTrue; identity : 0 currentTerm : 0 votedFor : None leader_rank : 0 election_period : -1  , update new assignment 1: {'model.conv1': {'A': 12, 'G': 12}, 'model.layer1.0.conv1': {'A': 13, 'G': 13}, 'model.layer1.0.conv2': {'A': 14, 'G': 14}, 'model.layer1.1.conv1': {'A': 15, 'G': 15}, 'model.layer1.1.conv2': {'A': 13, 'G': 13}, 'model.layer2.0.conv1': {'A': 12, 'G': 12}, 'model.layer2.0.conv2': {'A': 9, 'G': 9}, 'model.layer2.0.downsample.0': {'A': 12, 'G': 12}, 'model.layer2.1.conv1': {'A': 10, 'G': 10}, 'model.layer2.1.conv2': {'A': 11, 'G': 11}, 'model.layer3.0.conv1': {'A': 8, 'G': 8}, 'model.layer3.0.conv2': {'A': 5, 'G': 5}, 'model.layer3.0.downsample.0': {'A': 12, 'G': 12}, 'model.layer3.1.conv1': {'A': 6, 'G': 6}, 'model.layer3.1.conv2': {'A': 7, 'G': 7}, 'model.layer4.0.conv1': {'A': 4, 'G': 4}, 'model.layer4.0.conv2': {'A': 0, 'G': 0}, 'model.layer4.0.downsample.0': {'A': 14, 'G': 14}, 'model.layer4.1.conv1': {'A': 1, 'G': 1}, 'model.layer4.1.conv2': {'A': 3, 'G': 3}, 'model.fc': {'A': 15, 'G': 15}}
2024-10-10 13:53:26,266 - my_logger - DEBUG - Rank 0: R0 :t290, hTrue; R1 :t236, hTrue; R2 :t138, hFalse; R3 :t162, hTrue; R4 :t347, hTrue; R5 :t286, hTrue; R6 :t199, hTrue; R7 :t323, hTrue; R8 :t323, hTrue; R9 :t286, hTrue; R10 :t323, hTrue; R11 :t175, hTrue; R12 :t347, hTrue; R13 :t347, hTrue; R14 :t384, hTrue; R15 :t199, hTrue; identity : 0 currentTerm : 0 votedFor : None leader_rank : 0 election_period : -1  , reassign task {'model.conv1': {'A': 12, 'G': 12}, 'model.layer1.0.conv1': {'A': 13, 'G': 13}, 'model.layer1.0.conv2': {'A': 14, 'G': 14}, 'model.layer1.1.conv1': {'A': 15, 'G': 15}, 'model.layer1.1.conv2': {'A': 13, 'G': 13}, 'model.layer2.0.conv1': {'A': 12, 'G': 12}, 'model.layer2.0.conv2': {'A': 9, 'G': 9}, 'model.layer2.0.downsample.0': {'A': 12, 'G': 12}, 'model.layer2.1.conv1': {'A': 10, 'G': 10}, 'model.layer2.1.conv2': {'A': 11, 'G': 11}, 'model.layer3.0.conv1': {'A': 8, 'G': 8}, 'model.layer3.0.conv2': {'A': 5, 'G': 5}, 'model.layer3.0.downsample.0': {'A': 12, 'G': 12}, 'model.layer3.1.conv1': {'A': 6, 'G': 6}, 'model.layer3.1.conv2': {'A': 7, 'G': 7}, 'model.layer4.0.conv1': {'A': 4, 'G': 4}, 'model.layer4.0.conv2': {'A': 0, 'G': 0}, 'model.layer4.0.downsample.0': {'A': 14, 'G': 14}, 'model.layer4.1.conv1': {'A': 1, 'G': 1}, 'model.layer4.1.conv2': {'A': 3, 'G': 3}, 'model.fc': {'A': 15, 'G': 15}} to 1
